date,venue,city,state,country,setlist,link
2013.08.22,Chesterfield Amphitheater,Chesterfield,MO,USA,"SET: Be Nice, Instantly, Circus, Today, Move My Peeps, Arigato, Simulator, March, Baraka, Moon Socket, Moon Socket, Scheme",http://digital.1320records.com/search/release.php?RELEASE_ID=1174
2013.08.21,Crossroads KC,Kansas City,MO,USA,"SET: Intro, Warrior, MOD, Glogli, Ramone & Emiglio, Grizzly, Kamuy, Kabuki, Dance, Really What?, Evasive Maneuvers, Frequencies 2 > 3, What Is Love?, Awesome feat. Cool Kids (STS9 remix) > The Unquestionable Supremacy of Nature E: Vapors",http://digital.1320records.com/search/release.php?RELEASE_ID=1173
2013.08.18,Meadow Brook Music Festival,Rochester Hills,MI,USA,"SET: Intro, When the Dust Settles, T.W.E.L.V.E., Move My Peeps, Instantly, Rent, Wika Chikana, Inspire Strikes Back, Breathe In, Bigs > One Two Three, Aimlessly E: March, *Monkey Music

* w/ Andy, Kris and Jake of  Umphrey's McGee",http://digital.1320records.com/search/release.php?RELEASE_ID=1172
2013.08.17,FirstMerit Bank Pavilion at Northerly Island,Chicago,IL,USA,"SET: This Us, Squares & Cubes, Golden Gate, One A Day, Abcees*, Vibyl*, Simulator*, Kabuki, Circus, Vapors, Be Nice*, King Pharoah's Tomb*, Moon Socket, Scheme *w/ the Liquid Horns",http://digital.1320records.com/search/release.php?RELEASE_ID=1171
2013.08.16,Lawn at White River,Indianapolis,IN,USA,"SET: Grizzly, Equinox, EHM, Inspire Strikes Back, From Now On, Metameme, Kaya, Grow, What Is Love?, Hidden Hand Hidden Fist, Really What?, Rent, F Word, 20-12",http://digital.1320records.com/search/release.php?RELEASE_ID=1170
2013.08.15,Palace Theater,Louisville,KY,USA,"SET: Intro, Ramone & Emiglio, Moon Socket, Bigs > One Two Three, And Some Are Angels…, Blu Mood, March, Kamuy, Simulator, Arigato, Kabuki E: Sympathy for the Devil*, When the Dust Settles *w/ Jake from Umphrey's McGee",http://digital.1320records.com/search/release.php?RELEASE_ID=1169
2013.08.11,Summer Set Music Festival,Somerset,WI,USA,"SET: Intro, Be Nice, March, Golden Gate, Vibyl, Kabuki, Move My Peeps, Hidden Hand Hidden Fist, When the Dust Settles, Inspire Strikes Back, 20-12, Scheme",http://digital.1320records.com/search/release.php?RELEASE_ID=1185
2013.07.19,All Good Music Festival,Thornville,OH,USA,"SET: Intro, MOD, Grow, Vibyl, Rent, Kabuki, Golden Gate, Frequencies 2 > 3, One Two Three, When the Dust Settles, Circus, 20-12, Simulator, Inspire Strikes Back",http://digital.1320records.com/search/release.php?RELEASE_ID=1167
2013.07.11,Camp Bisco,Mariaville,NY,USA,"SET: Intro, 20-12, One Two Three, Hidden Hand Hidden Fist*, Golden Gate, March*, Scheme, Simulator*, Vibyl*, Abcees*, Kabuki, EHM, Inspire Strikes Back, When the Dust Settles
*w/ horns",http://digital.1320records.com/search/release.php?RELEASE_ID=1166
2013.05.30,Wakarusa Festival (Main Stage),Ozark,AR,USA,"SET: Intro, Shock Doctrine*, Kamuy, Kabuki, Golden Gate, Bigs, Arigato*, Vibyl*, Circus, March*

*with The Liquid Horns
",http://digital.1320records.com/search/release.php?RELEASE_ID=1162
2013.05.25,Summer Camp (Red Barn Stage),Chillicothe,IL,USA,"SET: EHM, Rent, Vapors, Arigato, Grow, What Is Love?, Awesome feat. Cool Kids (STS9 remix), The Unquestionable Supremacy of Nature, Really What?*, Inspire Strikes Back

* with Dominic Lalli",http://digital.1320records.com/search/release.php?RELEASE_ID=1161
2013.05.24,Summer Camp (Moonshine Stage),Chillicothe,IL,USA,"SET: Kabuki, Golden Gate, Bigs, March*, Scheme, Hidden Hand Hidden Fist*, 2001*, Abcees*, Vibyl, 20-12, Simulator*, When The Dust Settles

* with Russ Liquid & Horns",http://digital.1320records.com/search/release.php?RELEASE_ID=1160
2013.04.27,Jannus Landing, St. Petersburg,FL,USA,"SET I: Intro, Atlas, Vapors, The Rabble, Kamuy, One A Day, March, Hidden Hand Hidden Fist, Jebez, Inspire Strikes Back SET II: When The Dust Settles, Kabuki, Awesome feat. Cool Kids (STS9 remix) > The Unquestionable Supremacy of Nature, Arigato, Circus, Hubble, Bigs, Scheme E: Galactic Earth Zoom, Simulator",http://digital.1320records.com/search/release.php?RELEASE_ID=1115
2013.04.26,Revolution,Fort Lauderdale,FL,USA,"SET I: Really What?, Abcees, Frequencies 2 > 3, Shock Doctrine, Rent, Blu Mood, Scheme Reprise, Bigs SET II: What Is Love?, Instantly, Monkey Music, Glogli, Move My Peeps, EHM, Moon Socket, 20-12 E: When The Dust Settles ",http://digital.1320records.com/search/release.php?RELEASE_ID=1114
2013.04.25,Beacham Theater,Orlando,FL,USA,"SET I: MOD, Inspire Strikes Back, Be Nice, Tooth, Warrior, Ramone & Emiglio, Looking Back On Earth, Beyond Right Now, Evasive Maneuvers SET II: Arigato, Golden Gate, T.W.E.L.V.E, Vibyl, Vapors, Simulator, March, Rent E: This Us, Scheme, Grow",http://digital.1320records.com/search/release.php?RELEASE_ID=1113
2013.04.24,Trustees Theater,Savannah,GA,USA,"SET I: Intro, Shock Doctrine, Abcees, Really What?, Kamuy, Hubble, F. Word, Hidden Hand Hidden Fist, Shakedown Street, Scheme SET II: EHM, Kabuki, What Is Love?, Empires, Bigs, One A Day, 20-12, Awesome feat. Cool Kids (STS9 remix) > Unquestionable Supremacy of Nature E: Galactic Earth Zoom, Music Us, When The Dust Settles",http://digital.1320records.com/search/release.php?RELEASE_ID=1112
2013.04.23,Greenfield Amphitheater,Wilmington,NC,USA,"SET I: The Rabble, Move My Peeps, Rent, Equinox, Monkey Music, Beyond Right Now, MOD, Bigs, March SET II:  Inspire Strikes Back, Aimlessly, Scheme Reprise, …And Some Are Angels, Instantly, Simulator, Arigato E: Blu Mood, Wika Chikana",http://digital.1320records.com/search/release.php?RELEASE_ID=1111
2013.04.21,The National,Richmond,VA,USA,"SET I: Intro, This Us, Scheme, Kabuki, Tooth, Re:Stereo*, Song 2*, Frequencies 2 > 3, Looking Back On Earth, Moon Socket, Circus, What Is Love? SET II: T.W.E.L.V.E., One A Day, When The Dust Settles, Kamuy, Be Nice, Evasive Maneuvers, EHM E: Galactic Earth Zoom, Equinox, Vibyl

*Axed ",http://digital.1320records.com/search/release.php?RELEASE_ID=1110
2013.04.20,Roseland Ballroom,New York,NY,USA,"SET I: Intro, Bigs, Simulator, Spottieottiedopalicious*, Shock Doctrine*, Abcees*, Blu Mood, Vapors, Vibyl, Hidden Hand Hidden Fist, 20-12 SET II: Kabuki, Golden Gate, Awesome feat. Cool Kids (STS9 remix), The Unquestionable Supremacy of Nature, Arigato*, 2001 (Also Sprach Zarathustra)*, F. Word*, When The Dust Settles, Scheme, March, E: Galactic Earth Zoom, King Pharaoh's Tomb*, Inspire Strikes Back

* with horns
",http://digital.1320records.com/search/release.php?RELEASE_ID=1109
2013.04.19,State Theatre,Portland,ME,USA,"SET I: Intro, MOD, Instantly, Glogli, Ramone & Emiglio, Grizzly, Kamuy, Kabuki, Scheme Reprise SET II: Really What?, Evasive Maneuvers, Be Nice, Vapors, Squares & Cubes, Beyond Right Now, Rent, EHM E: Galactic Earth Zoom, What Is Love",http://digital.1320records.com/search/release.php?RELEASE_ID=1108
2013.04.18,Landmark Theatre,Syracuse,NY,USA,"SET I: Intro, March, One A Day, Move My Peeps, New Soma, Metameme, The Rabble, Moon Socket, Bigs SET II: Simulator, Shock Doctrine, Arigato, Kaya, T.W.E.L.V.E, Vibyl, Grow, Breathe In E: Galactic Earth Zoom, Wika Chikana, Baraka ",http://digital.1320records.com/search/release.php?RELEASE_ID=1107
2013.04.17,Higher Ground,Burlington,VT,USA,"SET I: Really What?, Beyond Right Now, Atlas, Monkey Music, Evasive Maneuvers, What Is Love?, Hubble, Hidden Hand Hidden Fist SET II:  Vapors, Looking Back On Earth, Scheme, Warrior, Rent, Golden Gate, Frequencies 2 > 3, Inspire Strikes Back E: This Us, Circus",http://digital.1320records.com/search/release.php?RELEASE_ID=1106
2013.04.16,Town Ballroom,Buffalo,NY,USA,"SET I: 20-12, Move My Peeps, F. Word*, King Pharaoh's Tomb*, Crystal Instrument, Kamuy, Blu Mood, Aimlessly SET II: T.W.E.L.V.E, Vibyl, One A Day, When The Dust Settles, Grow, Arigato, Simulator, March E: Wika Chikana, Circus

* with Russ Liquid",http://digital.1320records.com/search/release.php?RELEASE_ID=1105
2013.04.14,Stage AE,Pittsburgh,PA,USA,"SET I: Intro, MOD, Evasive Maneuvers, Beyond Right Now, Grow, Looking Back On Earth, Circus, Re:Stereo*, Song 2*, Bigs SET II: Golden Gate, Rent, Frequencies 2 > 3, Awesome feat. Cool Kids (STS9 remix), The Unquestionable Supremacy of Nature, Moon Socket, EHM, What Is Love?, 20-12 E: Galactic Earth Zoom, Hidden Hand Hidden Fist

* Axed",http://digital.1320records.com/search/release.php?RELEASE_ID=1104
2013.04.13,The Fillmore,Detroit,MI,USA,"SET I: Intro, SpottieOttieDopaliscious*, Shock Doctrine*, Abcees*, Tap-In, Metameme, Tooth, March, Kamuy SET II: Vapors, Scheme, Simulator, Kabuki, F. Word*, Arigato*, Vibyl, Bigs, Inspire Strikes Back E: Galactic Earth Zoom, When The Dust Settles, Be Nice*

*with Russ Liquid & Friends
",http://digital.1320records.com/search/release.php?RELEASE_ID=1103
2013.04.12,Orpheum Theatre,Madison,WI,USA,"SET I: Intro, Scheme Reprise, 20-12, Hidden Hand Hidden Fist, Kaya, Looking Back On Earth, King Pharaoh's Tomb*, Abcees*, EHM SET II: Really What?, When The Dust Settles, 2001 (Also Sprach Zarathustra)*, Empires*, Robot Rock, Breathe In, Grow, Rent, What Is Love? E: Galactic Earth Zoom, Moon Socket

* with Russ Liquid  & Friends",http://digital.1320records.com/search/release.php?RELEASE_ID=1102
2013.04.11, First Avenue,Minneapolis,MN,USA,"SET I: Golden Gate, Instantly, Arigato, Blu Mood, T.W.E.L.V.E., The Rabble, One A Day, Hubble SET II: Vapors, Beyond Right Now, Dance, Kabuki, Monkey Music, Simulator, March, Inspire Strikes Back E: This Us > Four Year Puma",http://digital.1320records.com/search/release.php?RELEASE_ID=1101
2013.03.24,Orange Peel,Asheville,NC,USA,"SET I: 20-12, Kabuki, Hidden Hand Hidden Fist, Looking Back On Earth, Blu Mood, Glogli, By The Morning Sun, South of Here*, Re:Stereo*, Song 2* SET II: MOD, Breathe In, Scheme, Vibyl, Kaya, Beyond Right Now, Arigato, Inspire Strikes Back E: Rent, Circus, Equinox

* Axed 
",http://digital.1320records.com/search/release.php?RELEASE_ID=1097
2013.03.23,Orange Peel,Asheville,NC,USA,"SET I: Golden Gate, Monkey Music, Frequencies 2 > 3, Crystal Instrument, Vapors, Today, Tooth, Really What?, What Is Love? SET II: When the Dust Settles, T.W.E.L.V.E., Move My Peeps, Abcees, Ramone & Emiglio, Simulator, Bigs, Aimlessly E: Baraka",http://digital.1320records.com/search/release.php?RELEASE_ID=1096
2013.03.22,Georgia Theatre,Athens,GA,USA,"Set I: Intro, Scheme, Vibyl, Instantly, Circus, Warrior, Arigato, Blu Mood, EHM Set II: Kabuki, March, F. Word, One A Day, Squares & Cubes, Rent, Hidden Hand Hidden Fist, 20-12 E: Galactic Earth Zoom, Wika Chikana, Kamuy ",http://digital.1320records.com/search/release.php?RELEASE_ID=1093
2013.03.21,Georgia Theatre,Athens,GA,USA,"SET I: Intro, SpottieOttieDopaliscious*, 2001 (Also Sprach Zarathustra)*, King Pharaoh's Tomb*, When The Dust Settles, Looking Back On Earth, Golden Gate, Moon Socket, Vapors, Simulator SET II: Bigs, Beyond Right Now, Abcees, T.W.E.L.V.E, ...And Some Are Angels, Grow, Awesome feat. Cool Kids (STS9 remix) > The Unquestionable Supremacy of Nature E: Galactic Earth Zoom, What Is Love?, Grizzly, Inspire Strikes Back

* with horns
",http://digital.1320records.com/search/release.php?RELEASE_ID=1091
2013.03.20,Music Farm,Charleston,SC,USA,"SET I: The Rabble, Be Nice, F. Word, ReEmergence, NIN Intro > Tooth, Today, Vibyl, Bigs, Rent SET II: Evasive Maneuvers, Kamuy, Kabuki, Circus, Kaya, This Us, Inspire Strikes Back, Scheme E: Robot Rock, Hidden Hand Hidden Fist",http://digital.1320records.com/search/release.php?RELEASE_ID=1088
2013.03.17,House of Blues,Chicago,IL,USA,"SET I: South of Here*, Re: Stereo*, Song 2*, Beyond Right Now, Arigato, ...And Some Are Angels, Grizzly, Music Us, When The Dust Settles, Equinox SET II: Abcees, Ramone & Emiglio, Simulator, Grow, Blu Mood, Scheme Reprise, Moon Socket, Circus E: Wika Chikana, Looking Back On Earth
*Axed ",http://digital.1320records.com/search/release.php?RELEASE_ID=1086
2013.03.16,Congress Theater,Chicago,IL,USA,"SET I: Intro, Kabuki, March, F. Word, EHM, Warrior, Vibyl, Bigs, What Is Love? SET II: Be Nice*, Revolution 1993*, Thriller*, King Pharaoh's Tomb*, Awesome feat. Cool Kids (STS9 remix), The Unquestionable Supremacy of Nature, Inspire Strikes Back, 20-12, Hidden Hand Hidden Fist, Rent E: Galactic Earth Zoom, Vapors, Kamuy
*with horns
",http://digital.1320records.com/search/release.php?RELEASE_ID=1084
2013.03.15,Riverside Theater,Milwaukee,WI,USA,"SET I: Intro, Golden Gate, Instantly, Arigato, Blu Mood, T.W.E.L.V.E, Move My Peeps, The Rabble, One A Day SET II: Scheme, Simulator, Grow, NIN Intro, Tooth, Squares & Cubes, Moon Socket, Looking Back On Earth, Aimlessly E: Galactic Earth Zoom, Breathe In, When The Dust Settles",http://digital.1320records.com/search/release.php?RELEASE_ID=1082
2013.03.14,The Pageant,St. Louis,MO,USA,"SET I: Intro, Rent, Abcees, 20-12, By The Morning Sun, When The Dust Settles, F. Word, ...And Some Are Angels, Scheme Reprise SET II: Vapors, Beyond Right Now, Dance, Kabuki, Monkey Music, March, Hidden Hand Hidden Fist, Inspire Strikes Back E: Galactic Earth Zoom, Kaya",http://digital.1320records.com/search/release.php?RELEASE_ID=1080
2013.03.12,Liberty Hall,Lawrence,KS,USA,"SET I: Intro, Lo Swaga, The Rabble, Moon Socket, Squares & Cubes, Crystal Instrument, NIN Intro > Tooth, This Us, Vapors, Breath In SET II: Really What?, One A Day, Grow, MOD, Blu Mood, 20-12, March, Aimlessly E: Galactic Earth Zoom, Circus",http://digital.1320records.com/search/release.php?RELEASE_ID=1078
2013.03.09,BUKU Music & Arts Project,New Orleans,LA,USA,"SET I: Kabuki, Hidden Hand Hidden Fist, 20-12, Vapors, Bigs, T.W.E.L.V.E., Metameme, Looking Back On Earth, Simulator SET II: Scheme, Awesome feat. Cool Kids (STS9 remix), The Unquestionable Supremacy of Nature, Robot Rock, When the Dust Settles, March, Be Nice*, What is Love?, EHM, Rent  *w/ Dom Lalli",http://digital.1320records.com/search/release.php?RELEASE_ID=1067
2013.03.08,House of Blues,Dallas,TX,USA,"SET I: Intro, Arigato, March, Grow, Glogli, Warrior, By The Morning Sun, Kamuy, Instantly SET II: Kabuki, Beyond Right Now, Abcees, Vibyl, Hidden Hand Hidden Fist, F. Word, Scheme Reprise, Inspire Strikes Back, Galactic Earth Zoom E: When The Dust Settles",http://digital.1320records.com/search/release.php?RELEASE_ID=1065
2013.03.07,Cain's Ballroom,Tulsa,OK,USA,"SET I: MOD, Evasive Maneuvers, Bigs, Kaya, Looking Back On Earth, Be Nice, Really What?, One A Day SET II: When The Dust Settles, Simulator, Ramone & Emiglio, Equinox, Golden Gate, Scheme > Rent, What Is Love? E: EHM",http://digital.1320records.com/search/release.php?RELEASE_ID=1064
2013.03.05,Telluride Conference Center,Telluride,CO,USA,"SET I: Intro, Shock Doctrine > Abcees, Metameme, By The Morning Sun, Circus, F. Word, Wika Chikana, ReEmergence SET II: Vapors, Simulator, Kabuki, March, Kamuy, Warrior, Inspire Strikes Back, Hidden Hand Hidden Fist E: Galactic Earth Zoom, This Us, Baraka",http://digital.1320records.com/search/release.php?RELEASE_ID=1061
2013.03.04,Telluride Conference Center,Telluride,CO,USA,"SET I: Intro, One A Day, The Rabble, MOD, Luma Daylight, Today, Vibyl, Water Song, Rent SET II: Dance*, Equinox*, When The Dust Settles, Scheme, Kaya, Grizzly, Grow, Arigato, Song 2*, E: Galactic Earth Zoom Nautilus, Jebez

*Axed",http://digital.1320records.com/search/release.php?RELEASE_ID=1059
2013.03.02,The Palladium,Hollywood,CA,USA,"SET I: Intro, Scheme Reprise, 20-12, Hidden Hand Hidden Fist, Kabuki, Looking Back On Earth, Grizzly, Abcees, EHM SETII: MOD, Bigs, Glogli, Robot Rock, March, March Part 2, Vapors, Evasive Maneuvers, Aimlessly, Inspire Strikes Back E: Galactic Earth Zoom, Circus, Moon Socket ",http://digital.1320records.com/search/release.php?RELEASE_ID=1047
2013.03.01,Fox Theater,Oakland,CA,USA,"SET I: Intro, This Us, When The Dust Settles > Arigato, Beyond Right Now, T.W.E.L.V.E., Warrior, Metameme, Simulator SET II: Revolution 1993*, End Titles*, Be Nice*, Firewall*, Golden Gate, Rent, Bigs, What Is Love?, Awesome feat. Cool Kids (STS9 remix) > Unquestionable Supremacy of Nature E: Galactic Earth Zoom, By The Morning Sun, Scheme

*with horns",http://digital.1320records.com/search/release.php?RELEASE_ID=1046
2013.02.28,MontBleu Theatre,Stateline,NV,USA,"SET I: Really What?, F. Word, Frequencies 2 > 3, Luma Daylight, Tokyo, Blu Mood, Vapors, Music Us SET II: Move My Peeps, The Rabble, Open E, Be Nice, The Walk, Glogi, Inspire Strikes Back, 20-12, Galactic Earth Zoom E: Wika Chikana, Instantly",http://digital.1320records.com/search/release.php?RELEASE_ID=1045
2013.02.27,Senator Theater,Chico,CA,USA,"SET I: Intro, Tooth, Moon Socket, Golden Gate, Hi-Key, MOD, Kamuy, Empires, New Soma SET II: T.W.E.L.V.E, Vibyl, Arigato, One A Day, Today, Scheme Reprise, Simulator, March E: Earth Zoom, Four Year Puma",http://digital.1320records.com/search/release.php?RELEASE_ID=1048
2013.02.24,Eureka Theatre,Eureka,CA,USA,"SET I: Move My Peeps, 20-12, King Pharaoh's Tomb*, Crystal Instrument, Tooth, By the Morning Sun, Be Nice, Breathe In SET II: Untitled**, Satori**, Monkey Music, Rent, Somesing, Circus, Jebez, Hidden Hand Hidden Fist, Inspire Strikes Back E: Baraka            *with Russ Liquid on trumpet  /  ** ""Axed”",http://digital.1320records.com/search/release.php?RELEASE_ID=1032
2013.02.23,McDonald Theatre,Eugene,OR,USA,"SET II: Really What?, When The Dust Settles, Squares & Cubes, Empires, Robot Rock, Grow, Instantly, What Is Love?, Encore Video E: Moon Socket, EHM",http://digital.1320records.com/search/release.php?RELEASE_ID=1033
2013.02.22,Showbox Sodo,Seattle,WA,USA,"SET I: Scheme Reprise, Beyond Right Now, Rent, The Rabble, Equinox, Golden Gate, Ramone & Emiglio, Simulator SET II: The Unquestionable Supremacy Of Nature, Abcees, Evasive Maneuvers, Music Us, Kaya, Tooth, 20-12 E: Arigato, Circus",http://digital.1320records.com/search/release.php?RELEASE_ID=1031
2013.02.21,Crystal Ballroom,Portland,OR,USA,"SET I: Warrior, Grow, Hidden Hand Hidden Fist, Grizzly, Kamuy, Glogli > Blu Mood, Wika Chikana SET II: TWELVE, Metameme, Be Nice > One A Day, Looking Back On Earth, EHM, March, Aimlessly E: This Us, Biggs",http://digital.1320records.com/search/release.php?RELEASE_ID=1034
2012.12.31,The Fillmore Auditorium,Denver,CO,USA,"SET I: Musical Story Yes, 20-12, Arigato, Scheme, Grizzly, Vapors, Simulator, Abcees SET II: End Titles*, Revolution 1993*, Countdown, Celebration*, Kaya, Awesome feat. Cool Kids (STS9 remix) > The Unquestionable Supremacy of Nature, GLOgli, The Walk, Looking Back on Earth, EHM, March E: T.W.E.L.V.E., Wika Chikana  * with horns",http://digital.1320records.com/search/release.php?RELEASE_ID=1015
